Start Time,End Time,Name,PaperId,Presenter,Demo,Options,Great Together,Ok Together,Not Ok Together,Don't know if should be together,Interested in,Options 11-20,More button1 clicked,More button2 clicked,Specials 1-3,Specials 4-6,Comments
2013-10-23T10:31:59Z,2013-10-23T10:34:17Z,Carlos Castillo,cscw222,Carlos Castillo,yes,"cscw209,cscw188,cscw191,cscw471,cscw431,cscw576,cscw558,cscw252,cscw390,cscw204",cscw358,"cscw487,cscw413",,,"cscw188,cscw576,cscw327,cscw634,cscw487","cscw634,cscw228,cscw358,cscw108,cscw241,cscw492,cscw413,cscw482,cscw327,cscw487",TRUE,TRUE,,,
2013-10-23T09:56:59Z,2013-10-23T10:38:12Z,Michal Jacovi,cscw387,Michal Jacovi,,"cscw590,cscw527,cscw308,cscw596,cscw277,cscw473,cscw358,cscw108,cscw233,cscw430",,"cscw308,cscw277,cscw233",cscw358,"cscw596,cscw108,cscw527,cscw590,cscw430","cscw277,cscw233,cscw527,cscw308","cscw409,cscw305,cscw566,cscw550,cscw390,cscw648,cscw374,cscw145,cscw598,cscw530",FALSE,FALSE,,,
2013-10-23T10:42:30Z,2013-10-23T10:51:18Z,Ryan Kelly,cscw191,Ryan Kelly,,"cscw390,cscw558,cscw474,cscw626,cscw352,cscw443,cscw293,cscw333,cscw302,cscw228","cscw293,cscw443,cscw352",cscw302,"cscw178,cscw241,cscw626,cscw228,cscw190,cscw222,cscw188,cscw390,cscw253,cscw274","cscw204,cscw474,cscw471,cscw431,cscw333,cscw558","cscw352,cscw443,cscw302","cscw188,cscw253,cscw471,cscw178,cscw204,cscw274,cscw431,cscw190,cscw241,cscw222",TRUE,TRUE,,,
2013-10-23T10:41:31Z,2013-10-23T11:07:19Z,Ai-Ju Huang,cscw119,Ai-Ju Huang,,"cscw355,cscw228,cscw399,cscw299,cscw409,cscw310,cscw339,cscw455,cscw598,cscw499","cscw598,cscw145","cscw299,cscw409,cscw339,cscw358,cscw399,cscw430","cscw221,cscw228,cscw142,cscw499,cscw100,cscw374","cscw486,cscw369,cscw310,cscw493,cscw455,cscw355","cscw399,cscw598,cscw145,cscw142,cscw409","cscw369,cscw358,cscw221,cscw493,cscw374,cscw486,cscw142,cscw145,cscw430,cscw100",TRUE,TRUE,,,
2013-10-23T11:42:08Z,2013-10-23T11:47:53Z,Katie Shilton,cscw227,"Jes A. Koepfler,Katie Shilton",,"cscw648,cscw228,cscw369,cscw384,cscw130,cscw411,cscw430,cscw204,cscw142,cscw530","cscw130,cscw411,cscw530","cscw369,cscw244,cscw223,cscw430","cscw119,cscw204,cscw305,cscw626,cscw608,cscw228,cscw648,cscw542,cscw494,cscw624,cscw277","cscw384,cscw142","cscw411,cscw277,cscw130,cscw223,cscw142,cscw530,cscw608","cscw494,cscw608,cscw223,cscw119,cscw277,cscw626,cscw624,cscw305,cscw542,cscw244",TRUE,TRUE,,,
2013-10-23T12:26:07Z,2013-10-23T12:29:04Z, Robert Walter,cscw268,Nina Valkanova,,"cscw431,cscw145,cscw274,cscw548,cscw474,cscw517,cscw178,cscw586,cscw105,cscw108",cscw586,"cscw548,cscw105,cscw108,cscw431,cscw274",,"cscw178,cscw517,cscw474,cscw145","cscw274,cscw586","cscw191,cscw190,cscw625,cscw253,cscw302,cscw566,cscw492,cscw527,cscw241,cscw356",FALSE,FALSE,,,
2013-10-23T01:32:22Z,2013-10-23T12:30:13Z, Jennifer Mankoff,cscw228,Tawanna Dillahunt,,"cscw130,cscw648,cscw119,cscw369,cscw293,cscw374,cscw558,cscw188,cscw339,cscw227",cscw369,"cscw227,cscw559",,,,"cscw222,cscw559,cscw191,cscw161,cscw204,cscw474,cscw305,cscw430,cscw302,cscw390",TRUE,FALSE,,,
2013-10-23T04:06:23Z,2013-10-23T12:47:11Z,Tanushree Mitra,cscw339,Tanushree Mitra,,"cscw629,cscw228,cscw590,cscw142,cscw119,cscw305,cscw588,cscw145,cscw432,cscw248","cscw590,cscw145,cscw432",cscw588,"cscw119,cscw228,cscw142","cscw305,cscw629,cscw248","cscw413,cscw399,cscw305,cscw387","cscw668,cscw609,cscw105,cscw622,cscw413,cscw369,cscw100,cscw387,cscw399,cscw486",FALSE,TRUE,,,
2013-10-23T12:51:34Z,2013-10-23T12:55:11Z, Kenneth R. Fleischmann,cscw227,Katie Shilton,,"cscw648,cscw228,cscw369,cscw384,cscw130,cscw411,cscw430,cscw204,cscw142,cscw530","cscw130,cscw411,cscw430","cscw369,cscw228,cscw142","cscw384,cscw648,cscw530",cscw204,"cscw411,cscw430,cscw130","cscw494,cscw608,cscw223,cscw119,cscw277,cscw626,cscw624,cscw305,cscw542,cscw244",TRUE,FALSE,,,
2013-10-23T13:06:18Z,2013-10-23T13:16:14Z,Jessica Vitak,cscw624,Jessica Vitak,,"cscw493,cscw455,cscw374,cscw285,cscw399,cscw413,cscw590,cscw244,cscw622,cscw369",cscw285,"cscw299,cscw369,cscw599,cscw493,cscw622","cscw244,cscw455,cscw413","cscw590,cscw374,cscw399","cscw399,cscw285,cscw599,cscw244,cscw299","cscw486,cscw358,cscw299,cscw499,cscw599,cscw100,cscw668,cscw108,cscw145,cscw128",TRUE,TRUE,,,This survey is a fantastic idea! Great work!
2013-10-23T13:12:42Z,2013-10-23T13:16:18Z, John Zimmerman,cscw548,John Zimmerman,,"cscw487,cscw586,cscw145,cscw602,cscw440,cscw268,cscw474,cscw389,cscw390,cscw597",cscw268,"cscw586,cscw602,cscw440,cscw474","cscw389,cscw390","cscw487,cscw597,cscw145","cscw586,cscw474,cscw440,cscw268","cscw365,cscw647,cscw248,cscw438,cscw274,cscw584,cscw527,cscw629,cscw188,cscw105",FALSE,FALSE,,,
2013-10-23T13:16:23Z,2013-10-23T13:24:11Z,Jessica Vitak,cscw399,Jinyoung Kim,,"cscw355,cscw647,cscw285,cscw499,cscw493,cscw430,cscw119,cscw299,cscw409,cscw411",cscw299,"cscw290,cscw609,cscw599,cscw100,cscw409",cscw411,"cscw119,cscw369,cscw243,cscw285,cscw128,cscw499,cscw647,cscw493,cscw455,cscw624,cscw413,cscw355,cscw430","cscw624,cscw100,cscw285,cscw599,cscw299,cscw609","cscw609,cscw100,cscw243,cscw128,cscw455,cscw599,cscw624,cscw413,cscw369,cscw290",TRUE,TRUE,,,"This paper would fit best with other papers looking at privacy and disclosure practices in social media/SNSs, of which there really aren't any among the 20 options (I'd be surprised if there aren't any social media/privacy papers in all of the CSCW papers accepted)."
2013-10-23T13:23:22Z,2013-10-23T13:28:54Z,Michael Muller,cscw590,Michael Muller,,"cscw339,cscw432,cscw233,cscw387,cscw624,cscw493,cscw395,cscw308,cscw588,cscw622","cscw588,cscw339","cscw387,cscw622,cscw624,cscw432,cscw308",cscw493,"cscw395,cscw233","cscw432,cscw211,cscw588,cscw624,cscw494,cscw622,cscw339,cscw223,cscw128,cscw387,cscw486","cscw390,cscw248,cscw211,cscw431,cscw486,cscw188,cscw128,cscw223,cscw494,cscw517",FALSE,TRUE,,,thank you!
2013-10-23T13:57:12Z,2013-10-23T14:03:30Z,Gilly Leshed,cscw559,Gilly Leshed,,"cscw374,cscw302,cscw668,cscw240,cscw389,cscw188,cscw228,cscw455,cscw369",cscw369,"cscw240,cscw228,cscw455","cscw302,cscw389,cscw188,cscw668,cscw374",,,,TRUE,TRUE,,,
2013-10-23T14:05:37Z,2013-10-23T14:08:03Z,Rick Wash,cscw432,Jacob Solomon,,"cscw588,cscw599,cscw100,cscw590,cscw668,cscw248,cscw629,cscw474,cscw339,cscw327","cscw588,cscw590,cscw339","cscw248,cscw474",cscw327,"cscw629,cscw599,cscw668,cscw100","cscw588,cscw629,cscw339,cscw590,cscw474","cscw161,cscw315,cscw105,cscw486,cscw188,cscw391,cscw108,cscw130,cscw317,cscw550",FALSE,FALSE,,,
2013-10-23T14:39:59Z,2013-10-23T14:45:25Z,Yla Tausczik,cscw486,Yla Tausczik,,"cscw499,cscw597,cscw305,cscw365,cscw647,cscw440,cscw668,cscw590,cscw369,cscw253",cscw305,"cscw365,cscw440","cscw369,cscw499,cscw668,cscw647,cscw253","cscw597,cscw590","cscw590,cscw440,cscw305,cscw597","cscw494,cscw626,cscw105,cscw588,cscw431,cscw119,cscw636,cscw221,cscw609,cscw274",TRUE,FALSE,,,
2013-10-23T14:53:50Z,2013-10-23T15:01:25Z,Yla Tausczik,cscw488,Yla Tausczik,,"cscw354,cscw474,cscw333,cscw636,cscw586,cscw315,cscw663,cscw211,cscw239,cscw550","cscw636,cscw663,cscw354",cscw333,"cscw586,cscw315,cscw550,cscw239,cscw211",cscw474,"cscw663,cscw354,cscw474,cscw636,cscw550","cscw369,cscw634,cscw443,cscw188,cscw430,cscw233,cscw542,cscw317,cscw327,cscw668",FALSE,FALSE,,,
2013-10-23T15:01:39Z,2013-10-23T15:23:01Z,Anne Oeldorf-Hirsch,cscw550,Anne Oeldorf-Hirsch,,"cscw474,cscw352,cscw354,cscw636,cscw599,cscw293,cscw609,cscw100,cscw285,cscw488","cscw293,cscw609,cscw599","cscw636,cscw474,cscw354,cscw352","cscw285,cscw100",cscw488,"cscw352,cscw354,cscw285,cscw599,cscw609,cscw293","cscw430,cscw374,cscw339,cscw462,cscw240,cscw493,cscw558,cscw499,cscw391,cscw440",FALSE,FALSE,,,
2013-10-23T15:40:03Z,2013-10-23T15:43:30Z, Carl Gutwin,cscw490,Nelson Wong,,"cscw530,cscw223,cscw637,cscw356,cscw625,cscw602,cscw221,cscw411,cscw229,cscw142","cscw142,cscw637","cscw625,cscw356","cscw221,cscw229,cscw411",cscw602,"cscw625,cscw356,cscw229,cscw142,cscw637","cscw108,cscw188,cscw354,cscw526,cscw517,cscw254,cscw588,cscw473,cscw355,cscw348",FALSE,FALSE,,,
2013-10-23T15:47:39Z,2013-10-23T15:49:26Z,Carl Gutwin,cscw356,Ian Livingston,,"cscw637,cscw535,cscw241,cscw602,cscw620,cscw625,cscw209,cscw190,cscw490,cscw191","cscw620,cscw637",cscw490,cscw190,"cscw602,cscw241,cscw191,cscw209,cscw625,cscw535","cscw190,cscw625,cscw620,cscw490,cscw637,cscw209","cscw471,cscw178,cscw438,cscw492,cscw527,cscw474,cscw566,cscw105,cscw302,cscw274",FALSE,FALSE,,,
2013-10-23T15:42:59Z,2013-10-23T15:57:09Z,Eden Litt,cscw299,"Erin Spottswood,Eden Litt",,"cscw409,cscw413,cscw100,cscw399,cscw374,cscw369,cscw285,cscw493,cscw119,cscw355","cscw493,cscw358,cscw399,cscw374","cscw355,cscw100","cscw369,cscw599,cscw499,cscw455,cscw409,cscw413,cscw395,cscw252,cscw108","cscw462,cscw609,cscw285,cscw624","cscw499,cscw355,cscw624,cscw493,cscw455,cscw358,cscw399,cscw609,cscw462,cscw374,cscw100,cscw285","cscw624,cscw609,cscw108,cscw252,cscw395,cscw499,cscw462,cscw358,cscw599,cscw455",TRUE,TRUE,,,
2013-10-23T15:42:14Z,2013-10-23T16:02:57Z, Michele Burton,cscw462,Karim Said,,"cscw413,cscw333,cscw609,cscw473,cscw550,cscw430,cscw369,cscw599,cscw558,cscw285","cscw550,cscw558","cscw369,cscw609,cscw599","cscw299,cscw243,cscw285,cscw598,cscw473,cscw310,cscw100,cscw624,cscw339,cscw413,cscw333,cscw252,cscw399,cscw430",cscw409,"cscw413,cscw339,cscw399,cscw100,cscw558,cscw550,cscw609","cscw409,cscw624,cscw598,cscw399,cscw299,cscw310,cscw100,cscw243,cscw252,cscw339",TRUE,TRUE,,,
2013-10-23T16:19:18Z,2013-10-23T16:21:51Z,Svetlana Yarosh,cscw244,Svetlana Yarosh,,"cscw333,cscw240,cscw253,cscw624,cscw142,cscw409,cscw625,cscw369,cscw609,cscw430","cscw624,cscw333,cscw253",cscw142,cscw430,"cscw240,cscw369,cscw609,cscw625,cscw409","cscw253,cscw333","cscw233,cscw399,cscw339,cscw145,cscw499,cscw119,cscw243,cscw299,cscw221,cscw211",TRUE,FALSE,,,
2013-10-23T16:29:11Z,2013-10-23T16:31:32Z,Walter Lasecki,cscw647,Walter Lasecki,,"cscw626,cscw411,cscw440,cscw486,cscw317,cscw637,cscw374,cscw105,cscw365,cscw305","cscw486,cscw440",cscw365,"cscw305,cscw626,cscw374,cscw637,cscw411","cscw105,cscw317","cscw317,cscw440,cscw105","cscw499,cscw443,cscw233,cscw240,cscw254,cscw597,cscw584,cscw474,cscw599,cscw128",FALSE,FALSE,,,
2013-10-23T17:26:49Z,2013-10-23T17:36:16Z, Jes A. Koepfler,cscw227,Katie Shilton,,"cscw648,cscw228,cscw369,cscw384,cscw130,cscw411,cscw430,cscw204,cscw142,cscw530",cscw130,"cscw244,cscw223,cscw542,cscw142,cscw277,cscw411","cscw119,cscw305,cscw626,cscw608,cscw228,cscw648,cscw494,cscw624,cscw530","cscw204,cscw384,cscw369,cscw430","cscw411,cscw430,cscw130","cscw494,cscw608,cscw223,cscw119,cscw277,cscw626,cscw624,cscw305,cscw542,cscw244",TRUE,FALSE,,,"The content of the paper is values, but the paper itself is a methods paper so it could fit equally well with other papers that tackle values and cultural/social norms or with other methods-based papers."
2013-10-23T17:32:28Z,2013-10-23T17:38:38Z,Pamela Wisniewski,cscw499,Pamela Wisniewski,,"cscw389,cscw411,cscw647,cscw209,cscw547,cscw100,cscw668,cscw305,cscw609,cscw221","cscw609,cscw100","cscw221,cscw547,cscw389,cscw668,cscw413,cscw399","cscw486,cscw602,cscw290,cscw128,cscw494,cscw624","cscw119,cscw305,cscw293,cscw209,cscw647,cscw411","cscw399,cscw100,cscw609","cscw119,cscw290,cscw293,cscw399,cscw413,cscw602,cscw624,cscw128,cscw494,cscw486",TRUE,TRUE,,,
2013-10-23T17:39:01Z,2013-10-23T17:44:46Z, Jes A. Koepfler,cscw586,Derek Hansen,,"cscw440,cscw108,cscw488,cscw548,cscw431,cscw369,cscw274,cscw268,cscw145,cscw588","cscw588,cscw268,cscw108,cscw145","cscw488,cscw369,cscw431,cscw274",,"cscw548,cscw440","cscw588,cscw145","cscw295,cscw636,cscw494,cscw305,cscw486,cscw161,cscw223,cscw530,cscw348,cscw487",FALSE,FALSE,,,
2013-10-23T17:44:48Z,2013-10-23T18:02:59Z, James Clawson,cscw295,Maia Jacobs,,"cscw596,cscw588,cscw223,cscw100,cscw413,cscw547,cscw290,cscw211,cscw240,cscw221","cscw221,cscw240",cscw100,"cscw588,cscw547,cscw223","cscw290,cscw596,cscw413,cscw211","cscw211,cscw100,cscw221,cscw240","cscw210,cscw390,cscw517,cscw145,cscw161,cscw526,cscw389,cscw384,cscw663,cscw348",FALSE,TRUE,,,
2013-10-23T18:08:00Z,2013-10-23T18:09:22Z, Elizabeth Gerber,cscw542,Robert Miller,yes,"cscw443,cscw608,cscw211,cscw147,cscw647,cscw233,cscw305,cscw637,cscw431,cscw354",,"cscw443,cscw233,cscw211","cscw305,cscw647,cscw431,cscw354,cscw637","cscw608,cscw147","cscw211,cscw233,cscw647,cscw305,cscw443","cscw487,cscw488,cscw327,cscw663,cscw596,cscw629,cscw293,cscw191,cscw579,cscw277",FALSE,FALSE,,,
2013-10-23T18:06:45Z,2013-10-23T18:09:39Z, Pernille Bjorn,cscw147,Stina Matthiesen,,"cscw647,cscw492,cscw305,cscw277,cscw354,cscw211,cscw542,cscw608,cscw622,cscw493","cscw492,cscw277,cscw211","cscw305,cscw493,cscw622",,"cscw608,cscw542,cscw647,cscw354","cscw211,cscw493,cscw492,cscw608","cscw648,cscw579,cscw663,cscw596,cscw487,cscw233,cscw443,cscw482,cscw327,cscw241",FALSE,FALSE,,,
2013-10-23T18:06:45Z,2013-10-23T18:09:41Z, Pernille Bjorn,cscw147,Stina Matthiesen,,"cscw647,cscw492,cscw305,cscw277,cscw354,cscw211,cscw542,cscw608,cscw622,cscw493","cscw492,cscw277,cscw211","cscw305,cscw493,cscw622",,"cscw608,cscw542,cscw647,cscw354","cscw211,cscw493,cscw492,cscw608","cscw648,cscw579,cscw663,cscw596,cscw487,cscw233,cscw443,cscw482,cscw327,cscw241",FALSE,FALSE,,,
2013-10-23T18:12:35Z,2013-10-23T18:13:48Z, Elizabeth Gerber,cscw588,Julie Hui,,"cscw274,cscw634,cscw339,cscw105,cscw432,cscw248,cscw629,cscw494,cscw369,cscw590","cscw590,cscw432,cscw339","cscw369,cscw629,cscw248,cscw105,cscw494",,"cscw634,cscw274","cscw432,cscw629,cscw339,cscw590,cscw248,cscw105","cscw474,cscw327,cscw668,cscw440,cscw305,cscw188,cscw579,cscw586,cscw548,cscw486",FALSE,FALSE,,,
2013-10-23T18:13:16Z,2013-10-23T18:17:10Z,Ruogu Kang,cscw443,Ruogu Kang,,"cscw487,cscw542,cscw191,cscw352,cscw579,cscw333,cscw293,cscw327,cscw596,cscw626",,"cscw487,cscw293,cscw327,cscw191,cscw542",cscw333,"cscw626,cscw596,cscw579,cscw352","cscw626,cscw542,cscw579","cscw488,cscw305,cscw147,cscw647,cscw494,cscw608,cscw384,cscw663,cscw637,cscw233",FALSE,FALSE,,,
2013-10-23T18:18:50Z,2013-10-23T18:22:29Z, Michael Greenberg,cscw588,Julie Hui,,"cscw274,cscw634,cscw339,cscw105,cscw432,cscw248,cscw629,cscw494,cscw369,cscw590","cscw590,cscw494,cscw432,cscw339","cscw369,cscw248",,"cscw634,cscw105,cscw274","cscw432,cscw339,cscw590","cscw474,cscw327,cscw668,cscw440,cscw305,cscw188,cscw579,cscw586,cscw548,cscw486",TRUE,FALSE,,,
2013-10-23T18:29:39Z,2013-10-23T18:33:57Z, Meredith Morris,cscw550,Anne Oeldorf-Hirsch,,"cscw474,cscw352,cscw354,cscw636,cscw599,cscw293,cscw609,cscw100,cscw285,cscw488","cscw609,cscw599",cscw352,"cscw462,cscw636,cscw488,cscw240,cscw285,cscw440,cscw499,cscw474,cscw100,cscw493,cscw374,cscw339,cscw391,cscw354,cscw430,cscw558",cscw293,"cscw352,cscw440,cscw100,cscw391,cscw599,cscw558,cscw462,cscw609,cscw293","cscw430,cscw374,cscw339,cscw462,cscw240,cscw493,cscw558,cscw499,cscw391,cscw440",TRUE,TRUE,,,
2013-10-23T18:29:39Z,2013-10-23T18:34:03Z, Meredith Morris,cscw550,Anne Oeldorf-Hirsch,,"cscw474,cscw352,cscw354,cscw636,cscw599,cscw293,cscw609,cscw100,cscw285,cscw488","cscw609,cscw599",cscw352,"cscw462,cscw636,cscw488,cscw240,cscw285,cscw440,cscw499,cscw474,cscw100,cscw493,cscw374,cscw339,cscw391,cscw354,cscw430,cscw558",cscw293,"cscw352,cscw440,cscw100,cscw391,cscw599,cscw558,cscw462,cscw609,cscw293","cscw430,cscw374,cscw339,cscw462,cscw240,cscw493,cscw558,cscw499,cscw391,cscw440",TRUE,TRUE,,,
2013-10-23T18:34:39Z,2013-10-23T18:37:36Z,Meredith Morris,cscw100,Meredith Morris,,"cscw550,cscw599,cscw295,cscw221,cscw413,cscw499,cscw209,cscw473,cscw389,cscw609",cscw413,"cscw609,cscw389,cscw499","cscw119,cscw295,cscw221,cscw285,cscw598,cscw599,cscw473,cscw209,cscw668,cscw310,cscw493,cscw622,cscw624,cscw374,cscw550,cscw252",,"cscw252,cscw599,cscw389,cscw550,cscw609","cscw310,cscw598,cscw374,cscw668,cscw493,cscw119,cscw285,cscw252,cscw624,cscw622",TRUE,TRUE,,,
2013-10-23T18:37:58Z,2013-10-23T18:41:44Z,Meredith Morris,cscw558,Meredith Morris,,"cscw550,cscw462,cscw354,cscw599,cscw293,cscw474,cscw390,cscw609,cscw228,cscw598",cscw462,"cscw204,cscw609,cscw599","cscw636,cscw293,cscw240,cscw191,cscw387,cscw598,cscw474,cscw188,cscw209,cscw647,cscw317,cscw354,cscw277,cscw390",cscw550,"cscw191,cscw188,cscw647,cscw599,cscw550,cscw609,cscw293,cscw462","cscw317,cscw209,cscw188,cscw387,cscw191,cscw204,cscw240,cscw636,cscw277,cscw647",TRUE,TRUE,,,
2013-10-23T15:32:40Z,2013-10-23T19:14:15Z, Chien Wen Yuan,cscw119,Ai-Ju Huang,,"cscw355,cscw228,cscw399,cscw299,cscw409,cscw310,cscw339,cscw455,cscw598,cscw499",,"cscw228,cscw598,cscw409","cscw499,cscw310,cscw455","cscw299,cscw339,cscw355,cscw399","cscw399,cscw598,cscw228","cscw369,cscw358,cscw221,cscw493,cscw374,cscw486,cscw142,cscw145,cscw430,cscw100",FALSE,FALSE,,,
2013-10-23T18:56:11Z,2013-10-23T19:34:50Z,Haiyi Zhu,cscw597,Haiyi Zhu,,"cscw636,cscw626,cscw365,cscw548,cscw317,cscw254,cscw105,cscw647,cscw599,cscw440","cscw626,cscw105,cscw317,cscw254","cscw636,cscw365,cscw548,cscw440,cscw599,cscw647",,,cscw254,"cscw387,cscw486,cscw629,cscw188,cscw584,cscw550,cscw293,cscw411,cscw499,cscw432",FALSE,FALSE,,,
2013-10-23T18:13:41Z,2013-10-23T19:46:02Z,Julie Hui,cscw588,Julie Hui,,"cscw274,cscw634,cscw339,cscw105,cscw432,cscw248,cscw629,cscw494,cscw369,cscw590","cscw248,cscw105,cscw590,cscw494,cscw432,cscw339","cscw369,cscw629,cscw274",,cscw634,"cscw586,cscw432,cscw629,cscw494,cscw188,cscw339,cscw590,cscw248,cscw305,cscw105,cscw369,cscw486","cscw474,cscw327,cscw668,cscw440,cscw305,cscw188,cscw579,cscw586,cscw548,cscw486",TRUE,TRUE,,,
2013-10-23T20:37:55Z,2013-10-23T20:48:16Z,Allison Sauppé,cscw142,Allison Sauppé,,"cscw625,cscw240,cscw339,cscw211,cscw253,cscw244,cscw119,cscw490,cscw409,cscw624","cscw490,cscw253","cscw625,cscw409,cscw211","cscw119,cscw339","cscw240,cscw244,cscw624","cscw253,cscw211,cscw490","cscw145,cscw395,cscw233,cscw108,cscw221,cscw299,cscw369,cscw358,cscw243,cscw499",FALSE,FALSE,,,
2013-10-23T21:07:59Z,2013-10-23T21:17:11Z, Bilge Mutlu,cscw142,Allison Sauppé,,"cscw625,cscw240,cscw339,cscw211,cscw253,cscw244,cscw119,cscw490,cscw409,cscw624","cscw490,cscw339","cscw409,cscw253,cscw211",cscw240,"cscw119,cscw244,cscw625,cscw624","cscw211,cscw339,cscw490,cscw409","cscw145,cscw395,cscw233,cscw108,cscw221,cscw299,cscw369,cscw358,cscw243,cscw499",FALSE,FALSE,,,
2013-10-23T21:48:00Z,2013-10-23T21:59:11Z,Catherine Grevet,cscw430,Catherine Grevet,,"cscw254,cscw108,cscw409,cscw602,cscw598,cscw369,cscw358,cscw399,cscw654,cscw431","cscw598,cscw108","cscw654,cscw431,cscw399",,"cscw602,cscw369,cscw409,cscw358,cscw254","cscw431,cscw119,cscw399,cscw598,cscw108,cscw299","cscw228,cscw243,cscw310,cscw387,cscw299,cscw293,cscw374,cscw119,cscw609,cscw599",FALSE,TRUE,,,
2013-10-23T22:00:54Z,2013-10-23T22:07:12Z, Max Birk,cscw356,Ian Livingston,,"cscw637,cscw535,cscw241,cscw602,cscw620,cscw625,cscw209,cscw190,cscw490,cscw191",cscw637,"cscw190,cscw620,cscw625","cscw178,cscw302,cscw602,cscw241,cscw566,cscw191,cscw105,cscw527,cscw474,cscw209,cscw471,cscw492,cscw490,cscw438,cscw535,cscw274",,,"cscw471,cscw178,cscw438,cscw492,cscw527,cscw474,cscw566,cscw105,cscw302,cscw274",TRUE,FALSE,,,
2013-10-23T22:05:20Z,2013-10-23T22:16:24Z, Leysia Palen,cscw243,Joanne White,,"cscw579,cscw599,cscw430,cscw333,cscw413,cscw285,cscw487,cscw409,cscw471,cscw188","cscw487,cscw369,cscw579","cscw599,cscw188,cscw471","cscw285,cscw409,cscw333","cscw413,cscw430","cscw411,cscw315,cscw413,cscw188,cscw471,cscw399,cscw599,cscw579,cscw369,cscw487","cscw369,cscw547,cscw499,cscw315,cscw399,cscw624,cscw299,cscw609,cscw462,cscw411",TRUE,TRUE,,,"I really want to make sure that the scheduling of my paper will conflict with my former student's, Kate Starbird's, paper. I want to be there to see her or her student present, though I am betting we will be put in the same session, so if so, that of course solves the problem. Thank you! :-) Leysia"
2013-10-23T21:54:30Z,2013-10-23T22:19:51Z,Lisa Miller,cscw384,Lisa Miller,,"cscw390,cscw602,cscw494,cscw566,cscw663,cscw161,cscw586,cscw474,cscw285,cscw355",cscw663,"cscw602,cscw285,cscw474,cscw494,cscw390","cscw586,cscw161,cscw355",cscw566,"cscw663,cscw390,cscw602","cscw369,cscw274,cscw348,cscw486,cscw223,cscw413,cscw128,cscw440,cscw530,cscw145",FALSE,FALSE,,,
2013-10-23T22:45:23Z,2013-10-23T22:47:56Z,Daniele Quercia,cscw161,Daniele Quercia,,"cscw493,cscw128,cscw274,cscw411,cscw634,cscw474,cscw228,cscw584,cscw387,cscw384","cscw584,cscw228","cscw411,cscw274",,"cscw384,cscw387,cscw128,cscw493","cscw584,cscw411,cscw493,cscw228","cscw348,cscw285,cscw390,cscw413,cscw391,cscw530,cscw145,cscw598,cscw535,cscw602",FALSE,FALSE,,,
2013-10-23T22:48:13Z,2013-10-23T22:50:09Z, Daniele Quercia,cscw277,Daniele Quercia,,"cscw648,cscw147,cscw570,cscw305,cscw517,cscw622,cscw527,cscw240,cscw387,cscw409","cscw622,cscw409","cscw305,cscw648",,"cscw517,cscw240,cscw387,cscw527,cscw570,cscw147","cscw648,cscw622,cscw409","cscw391,cscw308,cscw530,cscw390,cscw241,cscw493,cscw566,cscw492,cscw482,cscw233",FALSE,FALSE,,,
2013-10-23T23:41:45Z,2013-10-23T23:48:35Z,Davd Ribes,cscw223,Davd Ribes,,"cscw530,cscw210,cscw369,cscw625,cscw663,cscw487,cscw411,cscw229,cscw482,cscw490","cscw365,cscw663,cscw210","cscw482,cscw490",cscw530,"cscw487,cscw369,cscw229,cscw625,cscw411","cscw411,cscw210,cscw663,cscw229,cscw530,cscw487","cscw590,cscw626,cscw384,cscw636,cscw517,cscw308,cscw274,cscw365,cscw161,cscw637",TRUE,FALSE,,,I am also the author of the kernel of a research infrastructure article... so...
2013-10-23T23:48:45Z,2013-10-23T23:53:30Z,David Ribes,cscw530,David Ribes,,"cscw384,cscw223,cscw490,cscw626,cscw487,cscw204,cscw663,cscw411,cscw482,cscw229","cscw482,cscw663,cscw411","cscw204,cscw566","cscw384,cscw626,cscw223","cscw487,cscw229,cscw490,cscw274","cscw663,cscw229,cscw223","cscw274,cscw668,cscw527,cscw636,cscw494,cscw625,cscw566,cscw634,cscw637,cscw409",TRUE,FALSE,,,I am the author of ethnography of scaling... so these shouldn't overlap.
2013-10-24T03:52:08Z,2013-10-24T04:00:24Z,Joy Kim,cscw254,Joy Kim,,"cscw430,cscw395,cscw584,cscw647,cscw310,cscw317,cscw305,cscw597,cscw494,cscw253",,"cscw597,cscw310,cscw395",cscw253,"cscw305,cscw584,cscw647,cscw494,cscw317,cscw430","cscw310,cscw395,cscw305,cscw597","cscw105,cscw440,cscw411,cscw431,cscw550,cscw499,cscw629,cscw432,cscw579,cscw315",FALSE,FALSE,,,
2013-10-24T04:03:36Z,2013-10-24T04:08:24Z, Alan Borning,cscw431,Caitlin Bonnar,,"cscw598,cscw108,cscw188,cscw430,cscw654,cscw542,cscw390,cscw268,cscw599,cscw474","cscw268,cscw108,cscw430","cscw654,cscw598,cscw474","cscw542,cscw599,cscw390",cscw188,"cscw430,cscw268,cscw108,cscw654","cscw586,cscw558,cscw440,cscw191,cscw209,cscw647,cscw145,cscw584,cscw248,cscw204",FALSE,FALSE,,,
