500704000000	500704	5.0
500704000000	501506	2.0
500704000000	500195	2.0
500704000000	501350	1.0
500704000000	501894	5.0
500704000000	500137	1.0
500704000000	600108	5.0
500704000000	500114	3.0
500704000000	501655	5.0
500704000000	500312	2.0
500704000000	500156	3.0
500704000000	501438	1.0
501936000000	501376	5.0
501936000000	501360	5.0
501936000000	501566	3.0
501936000000	500492	5.0
501936000000	500687	3.0
501936000000	501936	5.0
501936000000	501813	5.0
501936000000	300150	5.0
501936000000	500951	3.0
501936000000	500476	2.0
501936000000	500253	2.0
501936000000	500222	3.0
500803020803	502240	5.0
500803020803	501952	1.0
500803020803	501506	2.0
500803020803	500803	5.0
500803020803	501085	1.0
500803020803	502291	1.0
500803020803	502290	1.0
500803020803	500739	2.0
500803020803	501557	5.0
500803020803	500758	1.0
500803020803	501977	1.0
500803020803	501683	5.0
500803020803	502015	3.0
600114001924	600114	5.0
600114001924	600123	5.0
600114001924	501138	5.0
600114001924	700110	5.0
600114001924	600125	5.0
300143026183	300130	5.0
300143026183	300126	5.0
300143026183	300143	5.0
400114000000	501817	5.0
400114000000	400114	5.0
400114000000	501091	5.0
400114000000	502222	5.0
501263011856	500164	3.0
501263011856	501479	1.0
501263011856	500765	3.0
501263011856	500782	5.0
501263011856	501263	5.0
501263011856	500115	5.0
501263011856	501594	3.0
501263011856	501327	3.0
501263011856	500476	5.0
501263011856	501683	2.0
501263011856	500639	3.0
501325011586	501376	2.0
501325011586	300161	5.0
501325011586	500867	2.0
501325011586	500492	3.0
501325011586	501325	5.0
501325011586	500368	3.0
501325011586	500946	1.0
501325011586	501845	3.0
501325011586	500380	3.0
501325011586	500128	2.0
501325011586	700129	5.0
501325011586	500708	2.0
501325011586	500476	1.0
501325011586	500520	3.0
501325011586	500137	1.0
501325011586	502191	3.0
501325011586	501936	3.0
501325011586	500144	3.0
501325011586	501813	3.0
501325011586	200119	5.0
501325011586	501563	1.0
501325011586	501308	1.0
501325011586	400112	5.0
501325011586	501566	2.0
501813025796	501376	3.0
501813025796	700102	1.0
501813025796	500679	1.0
501813025796	502344	2.0
501813025796	500492	5.0
501813025796	502157	2.0
501813025796	500687	1.0
501813025796	502165	1.0
501813025796	500886	2.0
501813025796	501177	1.0
501813025796	501360	3.0
501813025796	501241	1.0
501813025796	500197	1.0
501813025796	500520	3.0
501813025796	500650	2.0
501813025796	502191	2.0
501813025796	501936	5.0
501813025796	502321	1.0
501813025796	501813	5.0
501813025796	500153	2.0
501813025796	500988	2.0
502161006619	500160	3.0
502161006619	500224	3.0
502161006619	500930	2.0
502161006619	501188	1.0
502161006619	501318	5.0
502161006619	500170	3.0
502161006619	502157	1.0
502161006619	502096	1.0
502161006619	502161	5.0
502161006619	502104	3.0
502161006619	500702	1.0
502161006619	700128	3.0
502161006619	502178	1.0
502161006619	501477	5.0
502161006619	502247	1.0
502161006619	700102	3.0
502161006619	500401	3.0
502161006619	501874	3.0
502161006619	500339	1.0
502161006619	501108	3.0
502161006619	502198	1.0
300134010908	300134	5.0
501350015005	500900	5.0
501350015005	500517	1.0
501350015005	501350	5.0
501350015005	500679	2.0
501350015005	501965	2.0
501350015005	501134	3.0
501350015005	501380	3.0
501350015005	501339	3.0
501350015005	502012	3.0
501350015005	500253	2.0
501350015005	501599	2.0
500446001182	501121	5.0
500446001182	501091	5.0
500446001182	500966	2.0
500446001182	501063	3.0
500446001182	502312	3.0
500446001182	500585	5.0
500446001182	200107	5.0
500446001182	500300	5.0
500446001182	502290	5.0
500446001182	501363	5.0
500446001182	501972	3.0
500446001182	501685	3.0
500446001182	501817	5.0
500446001182	500564	5.0
500446001182	501943	2.0
500446001182	500446	5.0
500446001182	600116	5.0
501166029502	500704	2.0
501166029502	500673	3.0
